id,trigger,conditions,script,text,options,notes
gaPZ_hamatsuWreckOpenNIP,OpenInteractionDialog,"$customType == wreck
$hamatsu score:1000","$canNotSalvage = true 0
ShowDefaultVisual
SalvageGenFromSeed
FireBest ShowSalvageEntityDetails
FireBest SalvageCheckHostile","Um inerte cruzador classe Venture flutua diante de sua $shipOrFleet, seu casco danificado seccionado na tela da ponte por vários sensores. Seu oficial tático chama sua atenção para uma distribuição incomum de manchas queimadas, como se o navio tivesse sido atingido por armas de energia exótica de vários ângulos, simultaneamente.",,
gaPZ_hamatsuWreckOpen1NIP,ShipRecoveryCustomText,"$customType == wreck
$hamatsu score:1000
!$foundStuff","AddCredits 50000
AddCommodity fuel 73
AddCommodity supplies 126
$foundStuff = true","A equipe inicial de salvamento encontra os aposentos de alguém que deve ter sido um VIP, dado o grande estoque de créditos encontrado em um cofre blindado.

Os porões do Venture estão lotados de suprimentos e combustível, grande parte recuperável. Muitos sistemas essenciais estão intactos, e o chefe de salvamento relata que o navio poderia ser restaurado à funcionalidade básica.",,
gaPZ_hamatsuWreckOpen2NIP,ShipRecoveryCustomText,"$customType == wreck
$hamatsu score:1000",,As equipes de salvamento que embarcam no naufrágio descobrem que muitos sistemas essenciais estão intactos e que o navio poderia ser restaurado à funcionalidade básica.,,
# salvaged the Hamatsu - begin mission to return it to Callisto,,,,,,
hamatsu_PostShipRecoverySpecial,PostShipRecoverySpecial,"$srs_memberId == hamatsu score:1000
#$global.metCallisto",BeginMission gaRH,,,
# gaRH - side-mission to return to Callisto with the recovered Hamatsu,,,,,,
callistoGaveHamatsuToKantaOpt,PopulateOptions,"$isPerson
$id == ibrahim
$global.gaveHamatsuToKanta score:100
!$toldCallistoAboutGivingHamatsuToKanta",,,"callistoGaveToKanta:""Eu dei seu navio, o Hamatsu, para Kanta.""
callistoKantaHasIt:""Hum. Parece que a Kanta ficou com sua nave, a Hamatsu.""",
callistoGaveHamatsuToKantaOptSel1,DialogOptionSelected,$option == callistoGaveToKanta,"$toldCallistoAboutGivingHamatsuToKanta = true
AdjustRepActivePerson HOSTILE -50","""Você só... deu ela para ela?"" Ela fecha os olhos e respira fundo. Para aceitar a verdade?

Não; seus olhos se abrem, cheios de raiva. ""Você só DEU ela para ela? Jorien 'esfolaria a própria mãe por uma risada' Kanta, a fanática por robôs que é fisicamente incapaz de simplesmente DEIXAR. IR. Como se fosse algum casco para ser trocado por um favor? Você não faz ideia, nenhuma ideia do que você fez! Nenhuma! Como pôde nem PENSAR?""

Você não consegue dizer uma palavra, e a última coisa que vê na transmissão é a mão borrada pelo movimento de Ibrahim esmagando o botão de desligar.",cutCommLinkNoText:Continuar,
callistoGaveHamatsuToKantaOptSel2,DialogOptionSelected,$option == callistoKantaHasIt,"$toldCallistoAboutGivingHamatsuToKanta = true
AdjustRepActivePerson HOSTILE -60","""Então você só... deixou ela ficar com ela?"" Ela fecha os olhos e respira fundo. Para aceitar a verdade?

Não; seus olhos se abrem, cheios de raiva. ""Você nem vai admitir abertamente que só DEU ela para ela? Jorien 'esfolaria a própria mãe por uma risada' Kanta, a fanática por robôs que é fisicamente incapaz de simplesmente DEIXAR. IR. Como se fosse algum casco para ser trocado por um favor? Você não faz ideia, nenhuma ideia do que você fez! Nenhuma! Como pôde nem PENSAR?""

Você não consegue dizer uma palavra, e a última coisa que vê na transmissão é a mão borrada pelo movimento de Ibrahim esmagando o botão de desligar.",cutCommLinkNoText:Continuar,
,,,,,,
gaRH_noHamatsuOption,PopulateOptions,"$isPerson
$id == ibrahim
$global.foundHamatsu
!PlayerFleetHasShipWithId hamatsu
!$hamatsuSpielSaid
!$global.gaRH_completed",,,gaRH_noHamatsu:Conte para o Ibrahim sobre encontrar a Hamatsu,
gaRH_noHamatsu,DialogOptionSelected,$option == gaRH_noHamatsu,$hamatsuSpielSaid = true,"Você conta para o Ibrahim sobre os destroços da Hamatsu — e sobre a falecida Kelise Astraia.

""Uma pena, uma maldita pena, que ela tenha acabado assim,"" Ibrahim enxuga uma lágrima. ""Não é um fim digno para uma carreira tão gloriosa. Ah, houve altos e baixos, mas nenhuma como ela.""","gaRH_noHamatsu1:""... Você está falando da sua nave estelar?""",
gaRH_noHamatsu1,DialogOptionSelected,$option == gaRH_noHamatsu1,"Highlight ""100,000""","""Claro! A Hamatsu foi minha vida por muitos ciclos.""

""Kelise Astraia? Teve o que merecia. Ela sabia dos riscos e foi tola o suficiente para não jogar seguro ao aumentá-los."" Ibrahim faz uma careta. ""Pessoas como ela fazem bons navegadores morrerem.""
Ela pausa. ""Já estou tentando esquecê-la.""

""Então. Capitão. Quer um serviço? Eu gostaria de recuperar a Hamatsu. Conserte-a, dê uma nova vida a ela. Pelo amor das estrelas, há uma nave que merece uma segunda chance. Não faço ideia de como vou conseguir uma nave de salvamento para entrar nesse ponto de salto mal-acabado que você descreveu, então vai depender de você.""

Ela te analisa novamente, com aquele olhar avaliador. ""Vou fazer valer a pena. Considere 100.000 créditos pelo casco, em qualquer estado.""","gaRH_noHamatsu2:""Vou pensar a respeito.""",
gaRH_noHamatsuShort,DialogOptionSelected,"$option == gaRH_noHamatsu
$hamatsuSpielSaid","Highlight ""100,000""","Ibrahim te analisa. ""Ainda estou interessado em recuperar a Hamatsu. É fácil ganhar 100.000 créditos, capitão.""","gaRH_noHamatsu2:""Vou pensar a respeito.""",
gaRH_noHamatsu2,DialogOptionSelected,$option == gaRH_noHamatsu2,FireAll PopulateOptions,,,
gaRH_withHamatsu,PickGreeting,"$gaRH_returnHere score:1000
PlayerFleetHasShipWithId hamatsu
Call $global.gaRH_ref updateData
!$global.gaRH_completed","ShowPersonVisual
Highlight $gaRH_reward
$hamatsuSpielSaid = true
FireBest CheckHamatsuIsOnlyShip","Ibrahim parece animada enquanto sua imagem se solidifica, imediatamente começando a falar sem se preocupar com cumprimentos.

""—Se meus sensores e o registro de navegação orbital não me enganam, você tem minha nave estelar, a Hamatsu! Capitão, obrigada!""

""Vou te pagar os $gaRH_reward créditos agora mesmo e consideramos o assunto encerrado. Nem precisa levar a nave para um estaleiro de reparos, eu mesma cuido de tudo. Já tenho o hiperpropulsor de reposição no meu armazém e alguns excelentes engenheiros à disposição.""","gaRH_yes:Transferir a Hamatsu para o controle de Ibrahim
gaRH_no:""Desculpe, pretendo manter a nave.""",
gaRH_checkHamatsuIsOnlyShip,CheckHamatsuIsOnlyShip,$player.numShips == 1,"SetEnabled gaRH_yes false
SetTooltip gaRH_yes ""Não é possível doar a única nave de sua frota.""",,,
gaRH_yes,DialogOptionSelected,$option == gaRH_yes,#AdjustRepActivePerson COOPERATIVE 25,"Ibrahim sorri. ""Obrigado novamente, capitão. Agora, se me permite, tenho muito o que fazer.""

Ela estende a mão para o botão de desconexão, mas faz uma pausa. ""Se precisar de algum trabalho algum dia, me chame. Novos serviços aparecem o tempo todo e um capitão capaz vale seu peso em créditos.""",gaRH_yes2:Continuar,
gaRH_yes2,DialogOptionSelected,$option == gaRH_yes2,"Call $global.gaRH_ref transferHamatsu
$global.gaRH_completed = true
Call $global.gaRH_ref updateStage",,cutCommLink:Cortar a conexão,
gaRH_no,DialogOptionSelected,$option == gaRH_no,FireBest CheckHamatsuIsOnlyShip,"Ela congela, encarando você. ""Você não pode estar falando sério. Estou oferecendo muito mais do que a nave vale, e sou a única que vai te pagar esse tipo de quantia pela Hamatsu."" Sua mão se fecha em um punho, e ela diz: ""Reconsidere.""","gaRH_yes:Transferir a Hamatsu para o controle de Ibrahim
gaRH_no2:""Minha decisão está tomada. Adeus.""",
gaRH_no2,DialogOptionSelected,$option == gaRH_no2,"Call $global.gaRH_ref refusedToReturn
$global.gaRH_failed = true
AdjustRepActivePerson HOSTILE -40
Call $global.gaRH_ref updateStage",Ibrahim mal começou a levantar a voz quando você encerra a comunicação.,cutCommLinkNoText:Continuar,
# gaRH - consequences for refusing to sell the Hamatsu,,,,,,
gaRHRevengeEncounter,BeginFleetEncounter,"$gaRH_consequences score:1000
!$gaRH_encounteredAlready","$gaRH_encounteredAlready = true
FleetDesc
HailPlayer",,,
gaRHRevengeOpenComm,OpenCommLink,"$entity.gaRH_consequences score:1000
!$entity.ignorePlayerCommRequests",$entity.ignorePlayerCommRequests = true,"""Capitão $playerName, presumo eu,"" diz o comandante mercenário com frieza. ""Meu empregador está decepcionado por você não ter... reconsiderado."" $HeOrShe enfatiza a última palavra de forma estranha, e após um segundo você lembra de uma conversa acalorada com Callisto Ibrahim — você se recusou a entregar a nave dela — na qual ela usou a mesma palavra.

$HeOrShe observa você perceber isso, então encerra a conexão.",cutCommLinkNoText:Continuar,
# gaPZ - returned to the GA to complete mission, ,,,,,
gaPZ_return0NoZig,PickGreeting,"$gaPZ_returnHere score:1000
!PlayerFleetHasShipWithBaseHull ziggurat
Call $global.gaPZ_ref updateData",ShowPersonVisual,"""Capitão, estou satisfeita por ter retornado com esses dados valiosos,"" ela exibe um diagrama do protótipo da classe Zigurate.

O design em forma de raia-manta gira lentamente entre vocês e a provedora; parece que ela está esfregando dois dedos, contemplando a coisa diante de si.

""A própria nave é irrelevante porque chegamos até ela primeiro, embora eu espere que você considere onde essa informação vai parar — e o destino da própria nave. Fações podem ter ideias.""",gaPZ_return2:Continuar,
gaPZ_return0,PickGreeting,"$gaPZ_returnHere score:1000
PlayerFleetHasShipWithBaseHull ziggurat
Call $global.gaPZ_ref updateData","ShowPersonVisual
$global.bairdToldPlayerToKeepZig = true","""Capitão, estou muito satisfeita por ter retornado com esses dados valiosos e,"" ela exibe um diagrama do protótipo da classe Zigurate, ""esse fascinante protótipo.""

O design em forma de raia-manta gira lentamente entre vocês e a provedora; parece que ela está esfregando dois dedos, contemplando a coisa diante de si.

""A própria nave é irrelevante. Você pode ficar com ela.""","gaPZ_return1a:""Isso é inesperado.""
gaPZ_return1d:""Nunca tive intenção de desistir dela.""
gaPZ_return1b:""Ótimo! Obrigado.""
gaPZ_return1c:Não dizer nada",
gaPZ_return1a,DialogOptionSelected,$option == gaPZ_return1a,"$option = gaPZ_return1c 0
FireBest DialogOptionSelected",,,
gaPZ_return1d,DialogOptionSelected,$option == gaPZ_return1d,"$option = gaPZ_return1c 0
FireBest DialogOptionSelected",,,
gaPZ_return1b,DialogOptionSelected,$option == gaPZ_return1b,"$option = gaPZ_return1c 0
FireBest DialogOptionSelected",,,
gaPZ_return1c,DialogOptionSelected,$option == gaPZ_return1c,,"Baird continua: ""É o dispositivo anômalo dentro que me interessa, não o casco — e, é claro, essas 'partículas' que ele parece criar. Fizemos varreduras minuciosas e em breve poderemos criar variações experimentais.""

""A acadêmica Coureuse vem analisando os dados dos sensores; vou pedir que ela explique.""",gaPZ_return2:Continuar,
gaPZ_return2,DialogOptionSelected,$option == gaPZ_return2,ShowSecondPerson coureuse,"A provedora toca em seu console de mesa, e a tela de comunicação se divide para exibir Scylla Coureuse.

""Provedora, sim? ... Ah! Capitão $playerName."" A voz de Coureuse soa agitada. ""Claro, você deve ter acabado de chegar.""

""Eu estava discutindo o valor científico da descoberta com o capitão aqui,"" diz a Provedora Baird. ""Acabamos de chegar ao tópico dessas partículas anômalas.""

Um subsistema específico do Zigurate é destacado, e uma aproximação das estranhas luzes dançantes aparece ao redor da tela.",gaPZ_return3:Continuar,
gaPZ_return3,DialogOptionSelected,$option == gaPZ_return3,,"""Ah, sim, nossa análise preliminar indica que não parece ser um sistema de armas, exatamente — quero dizer,"" Coureuse olha para baixo, manipulando a tela via tablet. Ela se concentra no dispositivo anômalo de duas fases, que se amplia para preencher a tela compartilhada.

""Foi armamentizado. Mas não acho que seja uma arma. É muito..."" Ela considera suas palavras. ""Desfocado? De uso geral? Você pode ver elementos da tecnologia do núcleo de hiperpropulsão aqui,"" uma seção pisca ao toque de Coureuse.

""Assim como algo semelhante a uma Bobina de Atherton. Essa estabiliza a indução no P-espaço, certo?"" Outra parte pisca.

Se você apertar os olhos, talvez...","gaPZ_return4:""É uma bobina de fase?""",
gaPZ_return4,DialogOptionSelected,$option == gaPZ_return4,,"Coureuse parece impressionada. ""Sim! Mas também não. Hum, deixa eu recuar,"" ela diz, esfregando os olhos. ""É como se a equipe da Tri-Tachyon tivesse tropeçado em uma descoberta — bem, ainda não sabemos exatamente do que se trata — e alguém lhes disse para transformá-la em um sistema de armas.""

""Análise... as implicações do que estamos detectando — quero dizer, com os instrumentos que temos — teremos que construir novos. O que estamos vendo é sem precedentes, mesmo em termos de tecnologia de ponta da era do Domínio."" Coureuse desvia o olhar, pensando por um momento, ""Ah. Tecnologia publicamente reconhecida, pelo menos.""

Ela volta a encarar a tela, chamando uma gravação do enxame de partículas, ""E o aparente comportamento de 'bando'... embora essa palavra implique volição, algo que nem temos certeza se —""",gaPZ_return5:Continuar,
gaPZ_return5,DialogOptionSelected,$option == gaPZ_return5,AdjustRepPerson coureuse COOPERATIVE 5,"Baird levanta a mão para interromper as palavras que fluem de Coureuse. ""Chega. Entendi, Scylla. Sua equipe tem muito trabalho pela frente, e nós pediremos que Gargoyle rastreie quais trocas de informações Tomas Kallichore fez com a Tri-Tachyon especificamente relacionadas a aplicações dentro do Projeto Zigurate.""

Coureuse acena com a cabeça. ""Eu, nós vamos voltar ao trabalho."" 

Ela fecha a exibição do dispositivo Zigurate e olha para você, ""Isso é incrível, capitão. Obrigada por esta, esta oportunidade.""

Ela encerra a transmissão.",gaPZ_return6:Continuar,
gaPZ_return6,DialogOptionSelected,$option == gaPZ_return6,"HideSecondPerson
AddCredits 150000","""Apesar de sua inexperiência, ela está se saindo bem sob pressão,"" Baird observa com um tom de orgulho, ""Nossa equipe de hardware está tendo dificuldade para acompanhar o ritmo dela.""

""Antes de concluirmos,"" ela diz, ""devo, é claro, cuidar da sua compensação."" Ela digita uma sequência de comandos.",gaPZ_return7:Continuar,
gaPZ_return7,DialogOptionSelected,$option == gaPZ_return7,"AddStoryPoints 1
$global.gaPZ_completed = true
Call $global.gaPZ_ref updateStage","— ""Logo mais terá muito mais trabalho para você, capitão"" — ela diz. ""Coisas incríveis.""

Baird sorri, com um ar incomumente satisfeito, e encerra a transmissão.",cutCommLinkNoText:Cortar a transmissão,
